"l"-noun-oc "l"-noun-fr
"esporadic"-adjective-oc "sporadique"-adjective-fr
"embrionari"-adjective-oc "embryonnaire"-adjective-fr
"expressionista"-adjective-oc "expressionniste"-adjective-fr
"comprensible"-adjective-oc "compréhensible"-adjective-fr
"sectari"-adjective-oc "sectaire"-adjective-fr
"consistent"-adjective-oc "consistant"-adjective-fr
"legitim"-adjective-oc "légitime"-adjective-fr
"grotesc"-adjective-oc "grotesque"-adjective-fr
"reductor"-adjective-oc "réducteur"-adjective-fr
"incorrècte"-adjective-oc "incorrect"-adjective-fr
"egalitari"-adjective-oc "égalitaire"-adjective-fr
"indigèna"-adjective-oc "indigène"-adjective-fr
"minoritari"-adjective-oc "minoritaire"-adjective-fr
"covalent"-adjective-oc "covalent"-adjective-fr
"lag"-adjective-oc "laid"-adjective-fr
"insuportable"-adjective-oc "insupportable"-adjective-fr
"vibrant"-adjective-oc "vibrant"-adjective-fr
"inofensiu"-adjective-oc "inoffensif"-adjective-fr
"urbanistic"-adjective-oc "urbanistique"-adjective-fr
"texan"-adjective-oc "texan"-adjective-fr
"manipulador"-adjective-oc "manipulateur"-adjective-fr
"bodista"-adjective-oc "bouddhiste"-adjective-fr
"paritari"-adjective-oc "paritaire"-adjective-fr
"eclesiastic"-adjective-oc "ecclésiastique"-adjective-fr
"assimilable"-adjective-oc "assimilable"-adjective-fr
"insignificant"-adjective-oc "insignifiant"-adjective-fr
"aeroportuari"-adjective-oc "aéroportuaire"-adjective-fr
"vocalic"-adjective-oc "vocalique"-adjective-fr
"seren"-adjective-oc "serein"-adjective-fr
"intim"-adjective-oc "intime"-adjective-fr
"oportun"-adjective-oc "opportun"-adjective-fr
"consonantic"-adjective-oc "consonantique"-adjective-fr
"inagotable"-adjective-oc "inépuisable"-adjective-fr
"improductiu"-adjective-oc "improductif"-adjective-fr
"umanitari"-adjective-oc "humanitaire"-adjective-fr
"simptomatic"-adjective-oc "symptomatique"-adjective-fr
"autoctòn"-adjective-oc "autochtone"-adjective-fr
"suicidari"-adjective-oc "suicidaire"-adjective-fr
"insatisfach"-adjective-oc "insatisfait"-adjective-fr
"oceanografic"-adjective-oc "océanographique"-adjective-fr
"obscèn"-adjective-oc "obscène"-adjective-fr
"informatiu"-adjective-oc "informatif"-adjective-fr
"sautaire"-adjective-oc "sauteur"-adjective-fr
"retroactiu"-adjective-oc "rétroactif"-adjective-fr
"incomprensible"-adjective-oc "incompréhensible"-adjective-fr
"incoerent"-adjective-oc "incohérent"-adjective-fr
"vinicòla"-adjective-oc "vinicole"-adjective-fr
"solidari"-adjective-oc "solidaire"-adjective-fr
"delirant"-adjective-oc "délirant"-adjective-fr
"escrupulós"-adjective-oc "scrupuleux"-adjective-fr
"egemonic"-adjective-oc "hégémonique"-adjective-fr
"feminista"-adjective-oc "féministe"-adjective-fr
"fascinant"-adjective-oc "fascinant"-adjective-fr
"asturian"-adjective-oc "asturien"-adjective-fr
"xenofòb"-adjective-oc "xénophobe"-adjective-fr
"imprudent"-adjective-oc "imprudent"-adjective-fr
"sanguinari"-adjective-oc "sanguinaire"-adjective-fr
"penetrant"-adjective-oc "pénétrant"-adjective-fr
"contenciós"-adjective-oc "contentieux"-adjective-fr
"licit"-adjective-oc "licite"-adjective-fr
"benvengut"-adjective-oc "bienvenu"-adjective-fr
"naturalista"-adjective-oc "naturaliste"-adjective-fr
"circulatòri"-adjective-oc "circulatoire"-adjective-fr
"impensable"-adjective-oc "impensable"-adjective-fr
"orgulhós"-adjective-oc "orgueilleux"-adjective-fr
"inadequat"-adjective-oc "inadéquat"-adjective-fr
"frenetic"-adjective-oc "frénétique"-adjective-fr
"subsidiari"-adjective-oc "subsidiaire"-adjective-fr
"impecable"-adjective-oc "impeccable"-adjective-fr
"ieroglific"-adjective-oc "hiéroglyphique"-adjective-fr
"temerari"-adjective-oc "téméraire"-adjective-fr
"altruista"-adjective-oc "altruiste"-adjective-fr
"pacifista"-adjective-oc "pacifiste"-adjective-fr
"còrs"-adjective-oc "corse"-adjective-fr
"arquitectonic"-adjective-oc "architectonique"-adjective-fr
"insensat"-adjective-oc "insensé"-adjective-fr
"suggestiu"-adjective-oc "suggestif"-adjective-fr
"mercantil"-adjective-oc "mercantile"-adjective-fr
"lusent"-adjective-oc "luisant"-adjective-fr
"sedentari"-adjective-oc "sédentaire"-adjective-fr
"degradant"-adjective-oc "dégradant"-adjective-fr
"capitalista"-adjective-oc "capitaliste"-adjective-fr
"anticapitalista"-adjective-oc "anticapitaliste"-adjective-fr
"barcelonés"-adjective-oc "barcelonais"-adjective-fr
"barcelonin"-adjective-oc "barcelonais"-adjective-fr
"barcelonés"-noun-oc "Barcelonais"-noun-fr
"barcelonin"-noun-oc "Barcelonais"-noun-fr
"intervocalic"-adjective-oc "intervocalique"-adjective-fr
"inimaginable"-adjective-oc "inimaginable"-adjective-fr
"sunnita"-adjective-oc "sunnite"-adjective-fr
"extremista"-adjective-oc "extrémiste"-adjective-fr
"excitant"-adjective-oc "excitant"-adjective-fr
"antifascista"-adjective-oc "antifasciste"-adjective-fr
"antifaissista"-adjective-oc "antifasciste"-adjective-fr
"idiomatic"-adjective-oc "idiomatique"-adjective-fr
"august"-adjective-oc "auguste"-adjective-fr
"oportunista"-adjective-oc "opportuniste"-adjective-fr
"imparable"-adjective-oc "imparable"-adjective-fr
"antologic"-adjective-oc "anthologique"-adjective-fr
"antidemocratic"-adjective-oc "antidémocratique"-adjective-fr
"electoralista"-adjective-oc "électoraliste"-adjective-fr
"anticomunista"-adjective-oc "anticommuniste"-adjective-fr
"centralista"-adjective-oc "centraliste"-adjective-fr
"supausadament"-adverb-oc "supposément"-adverb-fr
"Tirana"-properNoun-oc "Tirana"-properNoun-fr
"Guantánamo"-properNoun-oc "Guantánamo"-properNoun-fr
"Menòrca"-properNoun-oc "Minorque"-properNoun-fr
"Lusàcia"-properNoun-oc "Lusace"-properNoun-fr
"Getafe"-properNoun-oc "Getafe"-properNoun-fr
"La Paz"-properNoun-oc "La Paz"-properNoun-fr
"Niamey"-properNoun-oc "Niamey"-properNoun-fr
"Hospitalet"-properNoun-oc "Hospitalet"-properNoun-fr
"mar d'Aral"-properNoun-oc "mer d'Aral"-properNoun-fr
"Lusaka"-properNoun-oc "Lusaka"-properNoun-fr
"Alceste"-properNoun-oc "Alceste"-properNoun-fr
"Toshiba"-properNoun-oc "Toshiba"-properNoun-fr
"Ryanair"-properNoun-oc "Ryanair"-properNoun-fr
"Maes"-properNoun-oc "Maes"-properNoun-fr
"LCD"-properNoun-oc "LCD"-properNoun-fr
"Gazprom"-properNoun-oc "Gazprom"-properNoun-fr
"Wikipedia"-properNoun-oc "Wikipedia"-properNoun-fr
"Opus Dei"-properNoun-oc "Opus Dei"-properNoun-fr
"Alitalia"-properNoun-oc "Alitalia"-properNoun-fr
"PDA"-properNoun-oc "PDA"-properNoun-fr
"DirectX"-properNoun-oc "DirectX"-properNoun-fr
"Alenia"-properNoun-oc "Alenia"-properNoun-fr
"Wi U"-properNoun-oc "Wii U"-properNoun-fr
"Avia"-properNoun-oc "Avia"-properNoun-fr
"Amel"-properNoun-oc "Amel"-properNoun-fr
"TeX"-properNoun-oc "TeX"-properNoun-fr
"pdf"-properNoun-oc "pdf"-properNoun-fr
"Passo"-properNoun-oc "Passo"-properNoun-fr
"MP4"-properNoun-oc "MP4"-properNoun-fr
"Mozilla Firefoc"-properNoun-oc "Mozilla Firefox"-properNoun-fr
"Cegetel"-properNoun-oc "Cegetel"-properNoun-fr
"Casio"-properNoun-oc "Casio"-properNoun-fr
"Amal"-properNoun-oc "Amal"-properNoun-fr
"Abba"-properNoun-oc "Abba"-properNoun-fr
"Windows 95"-properNoun-oc "Windows 95"-properNoun-fr
"Wikimedia"-properNoun-oc "Wikimedia"-properNoun-fr
"Hewlett-Packard"-properNoun-oc "Hewlett-Packard"-properNoun-fr
"Hayley"-properNoun-oc "Hayley"-properNoun-fr
"Gara"-properNoun-oc "Gara"-properNoun-fr
"eBay"-properNoun-oc "eBay"-properNoun-fr
"Adana"-properNoun-oc "Adana"-properNoun-fr
"Sotheby's"-properNoun-oc "Sotheby's"-properNoun-fr
"Eureka"-properNoun-oc "Eureka"-properNoun-fr
"Antofagasta"-properNoun-oc "Antofagasta"-properNoun-fr
"Alexa"-properNoun-oc "Alexa"-properNoun-fr
"Rammstein"-properNoun-oc "Rammstein"-properNoun-fr
"Deira"-properNoun-oc "Deira"-properNoun-fr
"Decker"-properNoun-oc "Decker"-properNoun-fr
"Bertelsmann"-properNoun-oc "Bertelsmann"-properNoun-fr
"Barclays"-properNoun-oc "Barclays"-properNoun-fr
"Ashland"-properNoun-oc "Ashland"-properNoun-fr
"Netflix"-properNoun-oc "Netflix"-properNoun-fr
"Deutsche Bank"-properNoun-oc "Deutsche Bank"-properNoun-fr
"Corporate"-properNoun-oc "Corporate"-properNoun-fr
"Alsthom"-properNoun-oc "Alsthom"-properNoun-fr
"Alina"-properNoun-oc "Alina"-properNoun-fr
"Versace"-properNoun-oc "Versace"-properNoun-fr
"Skoda"-properNoun-oc "Skoda"-properNoun-fr
"Sinn Féin"-properNoun-oc "Sinn Féin"-properNoun-fr
"OpenOffice"-properNoun-oc "OpenOffice"-properNoun-fr
"Ironman"-properNoun-oc "Ironman"-properNoun-fr
"Bild"-properNoun-oc "Bild"-properNoun-fr
"AMP"-properNoun-oc "AMP"-properNoun-fr
"Allianz"-properNoun-oc "Allianz"-properNoun-fr
"Windows NT"-properNoun-oc "Windows NT"-properNoun-fr
"Tetris"-properNoun-oc "Tetris"-properNoun-fr
"Sagem"-properNoun-oc "Sagem"-properNoun-fr
"Juventud"-properNoun-oc "Juventud"-properNoun-fr
"Haskell"-properNoun-oc "Haskell"-properNoun-fr
"Fellowship"-properNoun-oc "Fellowship"-properNoun-fr
"Allgemeine"-properNoun-oc "Allgemeine"-properNoun-fr
"Vodafone"-properNoun-oc "Vodafone"-properNoun-fr
"Kadima"-properNoun-oc "Kadima"-properNoun-fr
"Fabia"-properNoun-oc "Fabia"-properNoun-fr
"ECO"-properNoun-oc "ECO"-properNoun-fr
"Dailymotion"-properNoun-oc "Dailymotion"-properNoun-fr
"Adria"-properNoun-oc "Adria"-properNoun-fr
"Eurobasket"-properNoun-oc "Eurobasket"-properNoun-fr
"Clearstream"-properNoun-oc "Clearstream"-properNoun-fr
"Segway"-properNoun-oc "Segway"-properNoun-fr
"KIA"-properNoun-oc "KIA"-properNoun-fr
"Damart"-properNoun-oc "Damart"-properNoun-fr
"Cadena SER"-properNoun-oc "Cadena SER"-properNoun-fr
"Silverstone"-properNoun-oc "Silverstone"-properNoun-fr
"Las Palmas"-properNoun-oc "Las Palmas"-properNoun-fr
"Agrigente"-properNoun-oc "Agrigente"-properNoun-fr
"Crotone"-properNoun-oc "Crotone"-properNoun-fr
"Tananarive"-properNoun-oc "Tananarive"-properNoun-fr
"mar Mòrta"-properNoun-oc "mer Morte"-properNoun-fr
"Bidart"-properNoun-oc "Bidart"-properNoun-fr
"Antalya"-properNoun-oc "Antalya"-properNoun-fr
"Alcatraz"-properNoun-oc "Alcatraz"-properNoun-fr
"Antigua"-properNoun-oc "Antigua"-properNoun-fr
"Hortefeux"-properNoun-oc "Hortefeux"-properNoun-fr
"Alhucemas"-properNoun-oc "Alhucemas"-properNoun-fr
"Loreto"-properNoun-oc "Loreto"-properNoun-fr
"Gianfranco"-properNoun-oc "Gianfranco"-properNoun-fr
"Cedric"-properNoun-oc "Cedric"-properNoun-fr
"Popeye"-properNoun-oc "Popeye"-properNoun-fr
"Mirko"-properNoun-oc "Mirko"-properNoun-fr
"Camilo"-properNoun-oc "Camilo"-properNoun-fr
"Al Capone"-properNoun-oc "Al Capone"-properNoun-fr
"Tiago"-properNoun-oc "Tiago"-properNoun-fr
"Humberto"-properNoun-oc "Humberto"-properNoun-fr
"Titi"-properNoun-oc "Titi"-properNoun-fr
"Manolo"-properNoun-oc "Manolo"-properNoun-fr
"Hugo Chávez"-properNoun-oc "Hugo Chávez"-properNoun-fr
"Massimiliano"-properNoun-oc "Massimiliano"-properNoun-fr
"Feliciano"-properNoun-oc "Feliciano"-properNoun-fr
"Al Gore"-properNoun-oc "Al Gore"-properNoun-fr
"Francesc"-properNoun-oc "Francesc"-properNoun-fr
"Niklas"-properNoun-oc "Niklas"-properNoun-fr
"Gerardo"-properNoun-oc "Gerardo"-properNoun-fr
"Gael"-properNoun-oc "Gael"-properNoun-fr
"Francis Bacon"-properNoun-oc "Francis Bacon"-properNoun-fr
"Yannis"-properNoun-oc "Yannis"-properNoun-fr
"Takeo"-properNoun-oc "Takeo"-properNoun-fr
"Sergi"-properNoun-oc "Sergi"-properNoun-fr
"Ferran"-properNoun-oc "Ferran"-properNoun-fr
"Caetano"-properNoun-oc "Caetano"-properNoun-fr
"Al Pacino"-properNoun-oc "Al Pacino"-properNoun-fr
"Yogi"-properNoun-oc "Yogi"-properNoun-fr
"Ramire"-properNoun-oc "Ramire"-properNoun-fr
"Gila"-properNoun-oc "Gila"-properNoun-fr
"Basilio"-properNoun-oc "Basilio"-properNoun-fr
"Yohann"-properNoun-oc "Yohann"-properNoun-fr
"Semion"-properNoun-oc "Semion"-properNoun-fr
"Hosni"-properNoun-oc "Hosni"-properNoun-fr
"Helder"-properNoun-oc "Helder"-properNoun-fr
"Emiliano"-properNoun-oc "Emiliano"-properNoun-fr
"Sixt"-properNoun-oc "Sixt"-properNoun-fr
"Robinho"-properNoun-oc "Robinho"-properNoun-fr
"Raimundo"-properNoun-oc "Raimundo"-properNoun-fr
"Patricio"-properNoun-oc "Patricio"-properNoun-fr
"Alfons"-properNoun-oc "Alfons"-properNoun-fr
"Renny"-properNoun-oc "Renny"-properNoun-fr
"Maximo"-properNoun-oc "Maximo"-properNoun-fr
"Manuele"-properNoun-oc "Manuele"-properNoun-fr
"Carolis"-properNoun-oc "Carolis"-properNoun-fr
"Gabi"-properNoun-oc "Gabi"-properNoun-fr
"Candice"-properNoun-oc "Candice"-properNoun-fr
"Louisa"-properNoun-oc "Louisa"-properNoun-fr
"Hamza"-properNoun-oc "Hamza"-properNoun-fr
"Edna"-properNoun-oc "Edna"-properNoun-fr
"Albertine"-properNoun-oc "Albertine"-properNoun-fr
"Raymonde"-properNoun-oc "Raymonde"-properNoun-fr
"Mila"-properNoun-oc "Mila"-properNoun-fr
"Marlene"-properNoun-oc "Marlene"-properNoun-fr
"Mallory"-properNoun-oc "Mallory"-properNoun-fr
"Magda"-properNoun-oc "Magda"-properNoun-fr
"Lena"-properNoun-oc "Lena"-properNoun-fr
"Bénédicte"-properNoun-oc "Bénédicte"-properNoun-fr
"Aimée"-properNoun-oc "Aimée"-properNoun-fr
"Selena"-properNoun-oc "Selena"-properNoun-fr
"Elvire"-properNoun-oc "Elvire"-properNoun-fr
"Liane"-properNoun-oc "Liane"-properNoun-fr
"Emilie"-properNoun-oc "Emilie"-properNoun-fr
"Fedora"-properNoun-oc "Fedora"-properNoun-fr
"Douce"-properNoun-oc "Douce"-properNoun-fr
"Doça"-properNoun-oc "Douce"-properNoun-fr
"Doça"-properNoun-oc "Doça"-properNoun-fr
"Esperanza"-properNoun-oc "Esperanza"-properNoun-fr
"Aung"-properNoun-oc "Aung"-properNoun-fr
"Anastasie"-properNoun-oc "Anastasie"-properNoun-fr
"Viktoria"-properNoun-oc "Viktoria"-properNoun-fr
"Stefani"-properNoun-oc "Stefani"-properNoun-fr
"Shakira"-properNoun-oc "Shakira"-properNoun-fr
"Nicolle"-properNoun-oc "Nicolle"-properNoun-fr
"Lula"-properNoun-oc "Lula"-properNoun-fr
"Leila"-properNoun-oc "Leila"-properNoun-fr
"Juana"-properNoun-oc "Juana"-properNoun-fr
"Jeannine"-properNoun-oc "Jeannine"-properNoun-fr
"Gillian"-properNoun-oc "Gillian"-properNoun-fr
"Fátima"-properNoun-oc "Fátima"-properNoun-fr
"Fara"-properNoun-oc "Fara"-properNoun-fr
"Eugenia"-properNoun-oc "Eugenia"-properNoun-fr
"Tatum"-properNoun-oc "Tatum"-properNoun-fr
"Tanya"-properNoun-oc "Tanya"-properNoun-fr
"Suzette"-properNoun-oc "Suzette"-properNoun-fr
"Rosetta"-properNoun-oc "Rosetta"-properNoun-fr
"Keren"-properNoun-oc "Keren"-properNoun-fr
"Jolie"-properNoun-oc "Jolie"-properNoun-fr
"Annabelle"-properNoun-oc "Annabelle"-properNoun-fr
"Amine"-properNoun-oc "Amine"-properNoun-fr
"Tia"-properNoun-oc "Tia"-properNoun-fr
"Placide"-properNoun-oc "Placide"-properNoun-fr
"Placid"-properNoun-oc "Placid"-properNoun-fr
"Meadow"-properNoun-oc "Meadow"-properNoun-fr
"Marisa"-properNoun-oc "Marisa"-properNoun-fr
"Macy"-properNoun-oc "Macy"-properNoun-fr
"Juliana"-properNoun-oc "Juliana"-properNoun-fr
"Franca"-properNoun-oc "Franca"-properNoun-fr
"Fernande"-properNoun-oc "Fernande"-properNoun-fr
"Fernanda"-properNoun-oc "Fernanda"-properNoun-fr
"Colleen"-properNoun-oc "Colleen"-properNoun-fr
"Belinda"-properNoun-oc "Belinda"-properNoun-fr
"Beatriz"-properNoun-oc "Beatriz"-properNoun-fr
"Sheryl"-properNoun-oc "Sheryl"-properNoun-fr
"Rosie"-properNoun-oc "Rosie"-properNoun-fr
"Pola"-properNoun-oc "Pola"-properNoun-fr
"Patience"-properNoun-oc "Patience"-properNoun-fr
"Maura"-properNoun-oc "Maura"-properNoun-fr
"Maryam"-properNoun-oc "Maryam"-properNoun-fr
"Margaux"-properNoun-oc "Margaux"-properNoun-fr
"Lucette"-properNoun-oc "Lucette"-properNoun-fr
"Hilda"-properNoun-oc "Hilda"-properNoun-fr
"Charity"-properNoun-oc "Charity"-properNoun-fr
"Amandine"-properNoun-oc "Amandine"-properNoun-fr
"Agnieszka"-properNoun-oc "Agnieszka"-properNoun-fr
"Susanne"-properNoun-oc "Susanne"-properNoun-fr
"Rim"-properNoun-oc "Rim"-properNoun-fr
"Philippa"-properNoun-oc "Philippa"-properNoun-fr
"Neva"-properNoun-oc "Neva"-properNoun-fr
"Johanne"-properNoun-oc "Johanne"-properNoun-fr
"Isadora"-properNoun-oc "Isadora"-properNoun-fr
"Armelle"-properNoun-oc "Armelle"-properNoun-fr
"Zita"-properNoun-oc "Zita"-properNoun-fr
"Victorine"-properNoun-oc "Victorine"-properNoun-fr
"Tierra"-properNoun-oc "Tierra"-properNoun-fr
"Rachida"-properNoun-oc "Rachida"-properNoun-fr
"Mildred"-properNoun-oc "Mildred"-properNoun-fr
"Evita"-properNoun-oc "Evita"-properNoun-fr
"Conchita"-properNoun-oc "Conchita"-properNoun-fr
"Wilma"-properNoun-oc "Wilma"-properNoun-fr
"Tatyana"-properNoun-oc "Tatyana"-properNoun-fr
"Talia"-properNoun-oc "Talia"-properNoun-fr
"Océane"-properNoun-oc "Océane"-properNoun-fr
"Maude"-properNoun-oc "Maude"-properNoun-fr
"Mane"-properNoun-oc "Mane"-properNoun-fr
"Mame"-properNoun-oc "Mame"-properNoun-fr
"Maddalena"-properNoun-oc "Maddalena"-properNoun-fr
"Jodie"-properNoun-oc "Jodie"-properNoun-fr
"Jasmine"-properNoun-oc "Jasmine"-properNoun-fr
"Giulietta"-properNoun-oc "Giulietta"-properNoun-fr
"Giselle"-properNoun-oc "Giselle"-properNoun-fr
"Gemma"-properNoun-oc "Gemma"-properNoun-fr
"Fabiola"-properNoun-oc "Fabiola"-properNoun-fr
"Eleonora"-properNoun-oc "Eleonora"-properNoun-fr
"Cécilia"-properNoun-oc "Cécilia"-properNoun-fr
"Cayla"-properNoun-oc "Cayla"-properNoun-fr
"Brandy"-properNoun-oc "Brandy"-properNoun-fr
"Barbra"-properNoun-oc "Barbra"-properNoun-fr
"Yolanda"-properNoun-oc "Yolanda"-properNoun-fr
"Rhode"-properNoun-oc "Rhode"-properNoun-fr
"Madeline"-properNoun-oc "Madeline"-properNoun-fr
"Helga"-properNoun-oc "Helga"-properNoun-fr
"Geraldine"-properNoun-oc "Geraldine"-properNoun-fr
"Félicie"-properNoun-oc "Félicie"-properNoun-fr
"Felicia"-properNoun-oc "Felicia"-properNoun-fr
"Electra"-properNoun-oc "Electra"-properNoun-fr
"Clarissa"-properNoun-oc "Clarissa"-properNoun-fr
"Annunziata"-properNoun-oc "Annunziata"-properNoun-fr
"Sigrid"-properNoun-oc "Sigrid"-properNoun-fr
"Shania"-properNoun-oc "Shania"-properNoun-fr
"Leah"-properNoun-oc "Leah"-properNoun-fr
"Larisa"-properNoun-oc "Larisa"-properNoun-fr
"Katarina"-properNoun-oc "Katarina"-properNoun-fr
"Karina"-properNoun-oc "Karina"-properNoun-fr
"Jena"-properNoun-oc "Jena"-properNoun-fr
"Golda"-properNoun-oc "Golda"-properNoun-fr
"Gioia"-properNoun-oc "Gioia"-properNoun-fr
"Faustine"-properNoun-oc "Faustine"-properNoun-fr
"Evelyne"-properNoun-oc "Evelyne"-properNoun-fr
"Ellie"-properNoun-oc "Ellie"-properNoun-fr
"Urbana"-properNoun-oc "Urbana"-properNoun-fr
"Sylviane"-properNoun-oc "Sylviane"-properNoun-fr
"Raquel"-properNoun-oc "Raquel"-properNoun-fr
"Leia"-properNoun-oc "Leia"-properNoun-fr
"Laurette"-properNoun-oc "Laurette"-properNoun-fr
"Jenifer"-properNoun-oc "Jenifer"-properNoun-fr
"Consuelo"-properNoun-oc "Consuelo"-properNoun-fr
"Claudette"-properNoun-oc "Claudette"-properNoun-fr
"Britney"-properNoun-oc "Britney"-properNoun-fr
"Brandi"-properNoun-oc "Brandi"-properNoun-fr
"Simonetta"-properNoun-oc "Simonetta"-properNoun-fr
"Serafina"-properNoun-oc "Serafina"-properNoun-fr
"Laurentina"-properNoun-oc "Laurentina"-properNoun-fr
"Laila"-properNoun-oc "Laila"-properNoun-fr
"Kiya"-properNoun-oc "Kiya"-properNoun-fr
"Jemma"-properNoun-oc "Jemma"-properNoun-fr
"Iria"-properNoun-oc "Iria"-properNoun-fr
"Gwendoline"-properNoun-oc "Gwendoline"-properNoun-fr
"Guiomar"-properNoun-oc "Guiomar"-properNoun-fr
"Giannina"-properNoun-oc "Giannina"-properNoun-fr
"Florinda"-properNoun-oc "Florinda"-properNoun-fr
"Fiorella"-properNoun-oc "Fiorella"-properNoun-fr
"Fiammetta"-properNoun-oc "Fiammetta"-properNoun-fr
"Almudena"-properNoun-oc "Almudena"-properNoun-fr
"Aliya"-properNoun-oc "Aliya"-properNoun-fr
"Alisa"-properNoun-oc "Alisa"-properNoun-fr
"Sienna"-properNoun-oc "Sienna"-properNoun-fr
"Santina"-properNoun-oc "Santina"-properNoun-fr
"Frederica"-properNoun-oc "Frederica"-properNoun-fr
"Dalma"-properNoun-oc "Dalma"-properNoun-fr
"Cayetana"-properNoun-oc "Cayetana"-properNoun-fr
"Catherin"-properNoun-oc "Catherin"-properNoun-fr
"Catherina"-properNoun-oc "Catherina"-properNoun-fr
"Caterine"-properNoun-oc "Caterine"-properNoun-fr
"Carley"-properNoun-oc "Carley"-properNoun-fr
"Carissa"-properNoun-oc "Carissa"-properNoun-fr
"capitar"-verb-oc "réussir"-verb-fr
"reparéisser"-verb-oc "reparaître"-verb-fr
"empusar"-verb-oc "attiser"-verb-fr
"alaitar"-verb-oc "allaiter"-verb-fr
"debitar"-verb-oc "débiter"-verb-fr
"remenar"-verb-oc "remuer"-verb-fr
"absentar"-verb-oc "absenter"-verb-fr
"idratar"-verb-oc "hydrater"-verb-fr
"dinamitar"-verb-oc "dynamiter"-verb-fr
"arredondir"-verb-oc "arrondir"-verb-fr
"insinuar"-verb-oc "insinuer"-verb-fr
"desorientar"-verb-oc "désorienter"-verb-fr
"comissionar"-verb-oc "commissionner"-verb-fr
"estratificar"-verb-oc "stratifier"-verb-fr
"reapropriar"-verb-oc "réapproprier"-verb-fr
"islamizar"-verb-oc "islamiser"-verb-fr
"fructificar"-verb-oc "fructifier"-verb-fr
"revalorizar"-verb-oc "revaloriser"-verb-fr
"rearmar"-verb-oc "réarmer"-verb-fr
"internacionalizar"-verb-oc "internationaliser"-verb-fr
"redecorar"-verb-oc "redécorer"-verb-fr
"pullular"-verb-oc "pulluler"-verb-fr
"assasonar"-verb-oc "assaisonner"-verb-fr
"estressar"-verb-oc "stresser"-verb-fr
"ironizar"-verb-oc "ironiser"-verb-fr
"urinar"-verb-oc "uriner"-verb-fr
"pasimentar"-verb-oc "paver"-verb-fr
"nivelar"-verb-oc "niveler"-verb-fr
"recapturar"-verb-oc "recapturer"-verb-fr
"inicializar"-verb-oc "initialiser"-verb-fr
"renegociar"-verb-oc "renégocier"-verb-fr
"ierarquizar"-verb-oc "hiérarchiser"-verb-fr
"desmilitarizar"-verb-oc "démilitariser"-verb-fr
"compactar"-verb-oc "compacter"-verb-fr
"desonorar"-verb-oc "déshonorer"-verb-fr
"esquematizar"-verb-oc "schématiser"-verb-fr
"umanizar"-verb-oc "humaniser"-verb-fr
"preestablir"-verb-oc "préétablir"-verb-fr
"alfabetizar"-verb-oc "alphabétiser"-verb-fr
"recalcular"-verb-oc "recalculer"-verb-fr
"italianizar"-verb-oc "italianiser"-verb-fr
"coagular"-verb-oc "coaguler"-verb-fr
"entremetre"-verb-oc "entremettre"-verb-fr
"endoctrinar"-verb-oc "endoctriner"-verb-fr
"tesaurizar"-verb-oc "thésauriser"-verb-fr
"readmetre"-verb-oc "réadmettre"-verb-fr
"ignifugar"-verb-oc "ignifuger"-verb-fr
"americanizar"-verb-oc "américaniser"-verb-fr
"instrumentar"-verb-oc "instrumenter"-verb-fr
"descompressar"-verb-oc "décompresser"-verb-fr
"agrir"-verb-oc "aigrir"-verb-fr
"aigrir"-verb-oc "aigrir"-verb-fr
"ispanizar"-verb-oc "hispaniser"-verb-fr
"gesticular"-verb-oc "gesticuler"-verb-fr
"descolonizar"-verb-oc "décoloniser"-verb-fr
"recapitalizar"-verb-oc "recapitaliser"-verb-fr
"lagremejar"-verb-oc "larmoyer"-verb-fr
"disciplinar"-verb-oc "discipliner"-verb-fr
"disculpar"-verb-oc "disculper"-verb-fr
"vaccinar"-verb-oc "vacciner"-verb-fr
"aglutinar"-verb-oc "agglutiner"-verb-fr
"obstinar"-verb-oc "obstiner"-verb-fr
"bronzinar"-verb-oc "bourdonner"-verb-fr
"improvisar"-verb-oc "improviser"-verb-fr
"soudar"-verb-oc "souder"-verb-fr
"apasimar"-verb-oc "apaiser"-verb-fr
"archivar"-verb-oc "archiver"-verb-fr
"exumar"-verb-oc "exhumer"-verb-fr
"domiciliar"-verb-oc "domicilier"-verb-fr
"fracturar"-verb-oc "fracturer"-verb-fr
"atisar"-verb-oc "attiser"-verb-fr
"costumar"-verb-oc "costumer"-verb-fr
"envernissar"-verb-oc "vernir"-verb-fr
"fustigar"-verb-oc "fustiger"-verb-fr
"intimidar"-verb-oc "intimider"-verb-fr
"caricaturar"-verb-oc "caricaturer"-verb-fr
"denigrar"-verb-oc "dénigrer"-verb-fr
"maquilhar"-verb-oc "maquiller"-verb-fr
"tapissar"-verb-oc "tapisser"-verb-fr
"commutar"-verb-oc "commuter"-verb-fr
"subrestimar"-verb-oc "surestimer"-verb-fr
"susestimar"-verb-oc "surestimer"-verb-fr
"abeurar"-verb-oc "abreuver"-verb-fr
"extirpar"-verb-oc "extirper"-verb-fr
"abjurar"-verb-oc "abjurer"-verb-fr
"permutar"-verb-oc "permuter"-verb-fr
"criptar"-verb-oc "crypter"-verb-fr
"conjecturar"-verb-oc "conjecturer"-verb-fr
"perfumar"-verb-oc "parfumer"-verb-fr
"invectivar"-verb-oc "invectiver"-verb-fr
"vacillar"-verb-oc "vaciller"-verb-fr
"galaupar"-verb-oc "galoper"-verb-fr
